GPL_ID	PROBE_ID	GENE_SYMBOL	GENE_ID	ORGANISM
Agi_G4502A	ZG16	ZG16	653808	HOMO_SAPIENS
Agi_G4502A	MIER1	MIER1	57708	HOMO_SAPIENS
Agi_G4502A	ADAM5P	ADAM5P		HOMO_SAPIENS
Agi_G4502A	CHD9	CHD9	80205	HOMO_SAPIENS
Agi_G4502A	STK16	STK16	8576	HOMO_SAPIENS
Agi_G4502A	KIAA1486	KIAA1486		HOMO_SAPIENS
Agi_G4502A	TOB2	TOB2	10766	HOMO_SAPIENS
Agi_G4502A	BANK1	BANK1	55024	HOMO_SAPIENS
Agi_G4502A	OR2V2	OR2V2	285659	HOMO_SAPIENS
Agi_G4502A	GRM2	GRM2	2912	HOMO_SAPIENS
Agi_G4502A	PROSC	PROSC	11212	HOMO_SAPIENS
Agi_G4502A	SPIN2B	SPIN2B	474343	HOMO_SAPIENS
Agi_G4502A	PIR	PIR	8544	HOMO_SAPIENS
Agi_G4502A	IPO9	IPO9	55705	HOMO_SAPIENS
Agi_G4502A	EVC	EVC	2121	HOMO_SAPIENS
Agi_G4502A	CXCL13	CXCL13	10563	HOMO_SAPIENS
Agi_G4502A	KIAA1199	KIAA1199	57214	HOMO_SAPIENS
Agi_G4502A	SORL1	SORL1	6653	HOMO_SAPIENS
Agi_G4502A	NAT10	NAT10	55226	HOMO_SAPIENS
Agi_G4502A	CHD1	CHD1	1105	HOMO_SAPIENS
Agi_G4502A	SYN3	SYN3	8224	HOMO_SAPIENS
Agi_G4502A	SLC22A2	SLC22A2	6582	HOMO_SAPIENS
Agi_G4502A	SERPINF1	SERPINF1	5176	HOMO_SAPIENS
Agi_G4502A	WDR34	WDR34	89891	HOMO_SAPIENS
Agi_G4502A	OR7A17	OR7A17	26333	HOMO_SAPIENS
Agi_G4502A	C9orf11	C9orf11		HOMO_SAPIENS
Agi_G4502A	RNF216L	RNF216L		HOMO_SAPIENS
Agi_G4502A	LHB	LHB	3972	HOMO_SAPIENS
Agi_G4502A	STK25	STK25	10494	HOMO_SAPIENS
Agi_G4502A	TAOK3	TAOK3	51347	HOMO_SAPIENS
Agi_G4502A	LOC152573	LOC152573		HOMO_SAPIENS
Agi_G4502A	C3orf39	C3orf39		HOMO_SAPIENS
Agi_G4502A	C14orf108	C14orf108		HOMO_SAPIENS
Agi_G4502A	CDC25B	CDC25B	994	HOMO_SAPIENS
Agi_G4502A	BMP3	BMP3	651	HOMO_SAPIENS
Agi_G4502A	TMEM180	TMEM180	79847	HOMO_SAPIENS
Agi_G4502A	MAP1LC3C	MAP1LC3C	440738	HOMO_SAPIENS
Agi_G4502A	CRYGC	CRYGC	1420	HOMO_SAPIENS
Agi_G4502A	POU3F1	POU3F1	5453	HOMO_SAPIENS
Agi_G4502A	C20orf32	C20orf32		HOMO_SAPIENS
Agi_G4502A	CCDC95	CCDC95		HOMO_SAPIENS
Agi_G4502A	HIGD1B	HIGD1B	51751	HOMO_SAPIENS
Agi_G4502A	USP6NL	USP6NL	9712	HOMO_SAPIENS
Agi_G4502A	ABCD4	ABCD4	5826	HOMO_SAPIENS
Agi_G4502A	DIMT1L	DIMT1L		HOMO_SAPIENS
Agi_G4502A	TEK	TEK	7010	HOMO_SAPIENS
Agi_G4502A	SLC25A46	SLC25A46	91137	HOMO_SAPIENS
Agi_G4502A	LARP7	LARP7	51574	HOMO_SAPIENS
Agi_G4502A	CD160	CD160	11126	HOMO_SAPIENS
Agi_G4502A	MT1JP	MT1JP	4498	HOMO_SAPIENS
Agi_G4502A	PHF20	PHF20	51230	HOMO_SAPIENS
Agi_G4502A	CPNE4	CPNE4	131034	HOMO_SAPIENS
Agi_G4502A	GTPBP1	GTPBP1	9567	HOMO_SAPIENS
Agi_G4502A	RAB33B	RAB33B	83452	HOMO_SAPIENS
Agi_G4502A	ALDOC	ALDOC	230	HOMO_SAPIENS
Agi_G4502A	ZNF212	ZNF212	7988	HOMO_SAPIENS
Agi_G4502A	NUDT1	NUDT1	4521	HOMO_SAPIENS
Agi_G4502A	RFPL2	RFPL2	10739	HOMO_SAPIENS
Agi_G4502A	ZNF83	ZNF83	55769	HOMO_SAPIENS
Agi_G4502A	GDPD5	GDPD5	81544	HOMO_SAPIENS
Agi_G4502A	PDCD4	PDCD4	100616113	HOMO_SAPIENS
Agi_G4502A	CEP350	CEP350	9857	HOMO_SAPIENS
Agi_G4502A	OR10A2	OR10A2	341276	HOMO_SAPIENS
Agi_G4502A	CST7	CST7	8530	HOMO_SAPIENS
Agi_G4502A	CIAO1	CIAO1	9391	HOMO_SAPIENS
Agi_G4502A	SELL	SELL	6402	HOMO_SAPIENS
Agi_G4502A	OR8J3	OR8J3	81168	HOMO_SAPIENS
Agi_G4502A	LTBP4	LTBP4	8425	HOMO_SAPIENS
Agi_G4502A	SIRT6	SIRT6	51548	HOMO_SAPIENS
Agi_G4502A	CCL19	CCL19	6363	HOMO_SAPIENS
Agi_G4502A	PPIL1	PPIL1	51645	HOMO_SAPIENS
Agi_G4502A	GBP7	GBP7	388646	HOMO_SAPIENS
Agi_G4502A	STK17A	STK17A	9263	HOMO_SAPIENS
Agi_G4502A	ABR	ABR	29	HOMO_SAPIENS
Agi_G4502A	OR9G1	OR9G1	390174	HOMO_SAPIENS
Agi_G4502A	FOXE1	FOXE1	2304	HOMO_SAPIENS
Agi_G4502A	CNGA3	CNGA3	1261	HOMO_SAPIENS
Agi_G4502A	GML	GML	2765	HOMO_SAPIENS
Agi_G4502A	CD38	CD38	952	HOMO_SAPIENS
Agi_G4502A	ZDHHC6	ZDHHC6	64429	HOMO_SAPIENS
Agi_G4502A	NEFH	NEFH	4744	HOMO_SAPIENS
Agi_G4502A	CTDSP2	CTDSP2	10106	HOMO_SAPIENS
Agi_G4502A	PGBD5	PGBD5	79605	HOMO_SAPIENS
Agi_G4502A	CCNY	CCNY	219771	HOMO_SAPIENS
Agi_G4502A	RMND5B	RMND5B	64777	HOMO_SAPIENS
Agi_G4502A	ZNF257	ZNF257	113835	HOMO_SAPIENS
Agi_G4502A	FLJ22167	FLJ22167		HOMO_SAPIENS
Agi_G4502A	EXOSC7	EXOSC7	23016	HOMO_SAPIENS
Agi_G4502A	ROR2	ROR2	4920	HOMO_SAPIENS
Agi_G4502A	MAOA	MAOA	4128	HOMO_SAPIENS
Agi_G4502A	TNNT3	TNNT3	7140	HOMO_SAPIENS
Agi_G4502A	GYPC	GYPC	2995	HOMO_SAPIENS
Agi_G4502A	C7orf33	C7orf33	202865	HOMO_SAPIENS
Agi_G4502A	PLIN	PLIN		HOMO_SAPIENS
Agi_G4502A	LOC90826	LOC90826		HOMO_SAPIENS
Agi_G4502A	RNF4	RNF4	6047	HOMO_SAPIENS
Agi_G4502A	F8A1	F8A1	8263	HOMO_SAPIENS
Agi_G4502A	PLEKHG4	PLEKHG4	25894	HOMO_SAPIENS
Agi_G4502A	GRB2	GRB2	2885	HOMO_SAPIENS
Agi_G4502A	HIST1H2AD	HIST1H2AD	3013	HOMO_SAPIENS
Agi_G4502A	DUS3L	DUS3L	56931	HOMO_SAPIENS
Agi_G4502A	EIF1	EIF1	10209	HOMO_SAPIENS
Agi_G4502A	RP5-1077B9.4	RP5-1077B9.4		HOMO_SAPIENS
Agi_G4502A	FPGT	FPGT	8790	HOMO_SAPIENS
Agi_G4502A	GDF10	GDF10	2662	HOMO_SAPIENS
Agi_G4502A	COQ9	COQ9	57017	HOMO_SAPIENS
Agi_G4502A	GCC2	GCC2	9648	HOMO_SAPIENS
Agi_G4502A	RARRES3	RARRES3	5920	HOMO_SAPIENS
Agi_G4502A	PLXNA1	PLXNA1	5361	HOMO_SAPIENS
Agi_G4502A	KIAA0100	KIAA0100	9703	HOMO_SAPIENS
Agi_G4502A	PMF1	PMF1	11243	HOMO_SAPIENS
Agi_G4502A	FNDC1	FNDC1	84624	HOMO_SAPIENS
Agi_G4502A	HS2ST1	HS2ST1	9653	HOMO_SAPIENS
Agi_G4502A	CRELD2	CRELD2	79174	HOMO_SAPIENS
Agi_G4502A	C8G	C8G	733	HOMO_SAPIENS
Agi_G4502A	CD82	CD82	3732	HOMO_SAPIENS
Agi_G4502A	LIM2	LIM2	3982	HOMO_SAPIENS
Agi_G4502A	UNQ6490	UNQ6490		HOMO_SAPIENS
Agi_G4502A	MMP16	MMP16	4325	HOMO_SAPIENS
Agi_G4502A	DRD3	DRD3	1814	HOMO_SAPIENS
Agi_G4502A	C5orf26	C5orf26		HOMO_SAPIENS
Agi_G4502A	C11orf73	C11orf73	51501	HOMO_SAPIENS
Agi_G4502A	PTP4A2	PTP4A2	8073	HOMO_SAPIENS
Agi_G4502A	OR4M2	OR4M2	390538	HOMO_SAPIENS
Agi_G4502A	HPCA	HPCA	3208	HOMO_SAPIENS
Agi_G4502A	SEC14L1	SEC14L1	6397	HOMO_SAPIENS
Agi_G4502A	CHFR	CHFR	55743	HOMO_SAPIENS
Agi_G4502A	EMILIN1	EMILIN1	11117	HOMO_SAPIENS
Agi_G4502A	NDUFS4	NDUFS4	4724	HOMO_SAPIENS
Agi_G4502A	COL18A1	COL18A1	80781	HOMO_SAPIENS
Agi_G4502A	PDZD3	PDZD3	79849	HOMO_SAPIENS
Agi_G4502A	C9orf16	C9orf16	79095	HOMO_SAPIENS
Agi_G4502A	ERBB2IP	ERBB2IP	55914	HOMO_SAPIENS
Agi_G4502A	EMX2	EMX2	2018	HOMO_SAPIENS
Agi_G4502A	FUS	FUS	2521	HOMO_SAPIENS
Agi_G4502A	TF	TF	7018	HOMO_SAPIENS
Agi_G4502A	CLCN4	CLCN4	1183	HOMO_SAPIENS
Agi_G4502A	CXorf56	CXorf56	63932	HOMO_SAPIENS
Agi_G4502A	C11orf72	C11orf72		HOMO_SAPIENS
Agi_G4502A	ELAC2	ELAC2	60528	HOMO_SAPIENS
Agi_G4502A	NPR1	NPR1	4881	HOMO_SAPIENS
Agi_G4502A	ASS1	ASS1	445	HOMO_SAPIENS
Agi_G4502A	USP42	USP42	84132	HOMO_SAPIENS
Agi_G4502A	POLR2J	POLR2J	5439	HOMO_SAPIENS
Agi_G4502A	SEC23IP	SEC23IP	11196	HOMO_SAPIENS
Agi_G4502A	UQCRC1	UQCRC1	7384	HOMO_SAPIENS
Agi_G4502A	LOC729603	LOC729603	729603	HOMO_SAPIENS
Agi_G4502A	C1orf71	C1orf71		HOMO_SAPIENS
Agi_G4502A	POLG	POLG	5428	HOMO_SAPIENS
Agi_G4502A	ADAM23	ADAM23	8745	HOMO_SAPIENS
Agi_G4502A	TFR2	TFR2	7036	HOMO_SAPIENS
Agi_G4502A	RICTOR	RICTOR	253260	HOMO_SAPIENS
Agi_G4502A	MGC39606	MGC39606		HOMO_SAPIENS
Agi_G4502A	C19orf55	C19orf55	148137	HOMO_SAPIENS
Agi_G4502A	SNAPC1	SNAPC1	6617	HOMO_SAPIENS
Agi_G4502A	GNA11	GNA11	2767	HOMO_SAPIENS
Agi_G4502A	CCDC52	CCDC52		HOMO_SAPIENS
Agi_G4502A	FSIP1	FSIP1	161835	HOMO_SAPIENS
Agi_G4502A	UPF3A	UPF3A	65110	HOMO_SAPIENS
Agi_G4502A	IGSF11	IGSF11	152404	HOMO_SAPIENS
Agi_G4502A	LAGE3	LAGE3	8270	HOMO_SAPIENS
Agi_G4502A	CHST6	CHST6	4166	HOMO_SAPIENS
Agi_G4502A	UNC13B	UNC13B	10497	HOMO_SAPIENS
Agi_G4502A	TTLL4	TTLL4	9654	HOMO_SAPIENS
Agi_G4502A	ZNF687	ZNF687	57592	HOMO_SAPIENS
Agi_G4502A	SDC2	SDC2	6383	HOMO_SAPIENS
Agi_G4502A	COX7A2	COX7A2	1347	HOMO_SAPIENS
Agi_G4502A	LAMB4	LAMB4	22798	HOMO_SAPIENS
Agi_G4502A	FAM24A	FAM24A	118670	HOMO_SAPIENS
Agi_G4502A	LRRTM3	LRRTM3	347731	HOMO_SAPIENS
Agi_G4502A	GPHB5	GPHB5		HOMO_SAPIENS
Agi_G4502A	OR4C13	OR4C13	283092	HOMO_SAPIENS
Agi_G4502A	EIF3EIP	EIF3EIP		HOMO_SAPIENS
Agi_G4502A	HABP4	HABP4	22927	HOMO_SAPIENS
Agi_G4502A	TMEM125	TMEM125	128218	HOMO_SAPIENS
Agi_G4502A	CNTN2	CNTN2	6900	HOMO_SAPIENS
Agi_G4502A	ASNSD1	ASNSD1	54529	HOMO_SAPIENS
Agi_G4502A	FUT4	FUT4	2526	HOMO_SAPIENS
Agi_G4502A	ACF	ACF		HOMO_SAPIENS
Agi_G4502A	LOC158381	LOC158381		HOMO_SAPIENS
Agi_G4502A	CDH8	CDH8	1006	HOMO_SAPIENS
Agi_G4502A	AGPS	AGPS	8540	HOMO_SAPIENS
Agi_G4502A	C4orf18	C4orf18		HOMO_SAPIENS
Agi_G4502A	PECI	PECI		HOMO_SAPIENS
Agi_G4502A	UNG	UNG	7374	HOMO_SAPIENS
Agi_G4502A	GSTP1	GSTP1	2950	HOMO_SAPIENS
Agi_G4502A	DCUN1D5	DCUN1D5	84259	HOMO_SAPIENS
Agi_G4502A	DKFZP564J0863	DKFZP564J0863		HOMO_SAPIENS
Agi_G4502A	SLC9A3R1	SLC9A3R1	9368	HOMO_SAPIENS
Agi_G4502A	BCDO2	BCDO2	83875	HOMO_SAPIENS
Agi_G4502A	CHMP7	CHMP7	91782	HOMO_SAPIENS
Agi_G4502A	REM2	REM2	161253	HOMO_SAPIENS
Agi_G4502A	DNHD1	DNHD1	144132	HOMO_SAPIENS
Agi_G4502A	FKBP4	FKBP4	2288	HOMO_SAPIENS
Agi_G4502A	ZNF350	ZNF350	59348	HOMO_SAPIENS
Agi_G4502A	MGC11102	MGC11102		HOMO_SAPIENS
Agi_G4502A	BST1	BST1	683	HOMO_SAPIENS
Agi_G4502A	KISS1R	KISS1R	84634	HOMO_SAPIENS
Agi_G4502A	NCR2	NCR2	9436	HOMO_SAPIENS
Agi_G4502A	DEFB125	DEFB125	245938	HOMO_SAPIENS
Agi_G4502A	UBE2W	UBE2W	55284	HOMO_SAPIENS
Agi_G4502A	KRT15	KRT15	3866	HOMO_SAPIENS
Agi_G4502A	C10orf99	C10orf99	387695	HOMO_SAPIENS
Agi_G4502A	SCN11A	SCN11A	11280	HOMO_SAPIENS
Agi_G4502A	GFI1	GFI1	2672	HOMO_SAPIENS
Agi_G4502A	RDHE2	RDHE2		HOMO_SAPIENS
Agi_G4502A	FHL1	FHL1	2273	HOMO_SAPIENS
Agi_G4502A	OSGEP	OSGEP	55644	HOMO_SAPIENS
Agi_G4502A	GATA1	GATA1	2623	HOMO_SAPIENS
Agi_G4502A	SMC6	SMC6	79677	HOMO_SAPIENS
Agi_G4502A	TTTY14	TTTY14	83869	HOMO_SAPIENS
Agi_G4502A	LPIN3	LPIN3	64900	HOMO_SAPIENS
Agi_G4502A	RPL4	RPL4	595100	HOMO_SAPIENS
Agi_G4502A	RBPMS	RBPMS	11030	HOMO_SAPIENS
Agi_G4502A	PRPF3	PRPF3	9129	HOMO_SAPIENS
Agi_G4502A	EMR1	EMR1	2015	HOMO_SAPIENS
Agi_G4502A	SPATA19	SPATA19	219938	HOMO_SAPIENS
Agi_G4502A	XCR1	XCR1	2829	HOMO_SAPIENS
Agi_G4502A	IRX3	IRX3	79191	HOMO_SAPIENS
Agi_G4502A	RBM6	RBM6	10180	HOMO_SAPIENS
Agi_G4502A	KLF4	KLF4	9314	HOMO_SAPIENS
Agi_G4502A	UNC5CL	UNC5CL	222643	HOMO_SAPIENS
Agi_G4502A	SEBOX	SEBOX	645832	HOMO_SAPIENS
Agi_G4502A	BTK	BTK	695	HOMO_SAPIENS
Agi_G4502A	KRCC1	KRCC1	51315	HOMO_SAPIENS
Agi_G4502A	C6orf27	C6orf27		HOMO_SAPIENS
Agi_G4502A	SYTL5	SYTL5	94122	HOMO_SAPIENS
Agi_G4502A	PRND	PRND	23627	HOMO_SAPIENS
Agi_G4502A	LOC653319	LOC653319		HOMO_SAPIENS
Agi_G4502A	PIGL	PIGL	9487	HOMO_SAPIENS
Agi_G4502A	HUS1	HUS1	3364	HOMO_SAPIENS
Agi_G4502A	SFRS6	SFRS6		HOMO_SAPIENS
Agi_G4502A	C17orf77	C17orf77	146723	HOMO_SAPIENS
Agi_G4502A	UIMC1	UIMC1	51720	HOMO_SAPIENS
Agi_G4502A	FXYD2	FXYD2	486	HOMO_SAPIENS
Agi_G4502A	LOC283152	LOC283152		HOMO_SAPIENS
Agi_G4502A	ZNF667	ZNF667	63934	HOMO_SAPIENS
Agi_G4502A	ZCCHC12	ZCCHC12	170261	HOMO_SAPIENS
Agi_G4502A	TFEC	TFEC	22797	HOMO_SAPIENS
Agi_G4502A	ATP7B	ATP7B	540	HOMO_SAPIENS
Agi_G4502A	POLD2	POLD2	5425	HOMO_SAPIENS
Agi_G4502A	RG9MTD1	RG9MTD1		HOMO_SAPIENS
Agi_G4502A	ACOT2	ACOT2	10965	HOMO_SAPIENS
Agi_G4502A	HIST1H4I	HIST1H4I	8360	HOMO_SAPIENS
Agi_G4502A	PPARGC1A	PPARGC1A	10891	HOMO_SAPIENS
Agi_G4502A	ETFA	ETFA	2108	HOMO_SAPIENS
Agi_G4502A	POLRMT	POLRMT	5442	HOMO_SAPIENS
Agi_G4502A	ZNF146	ZNF146	7705	HOMO_SAPIENS
Agi_G4502A	MIA2	MIA2	117153	HOMO_SAPIENS
Agi_G4502A	KLHL6	KLHL6	89857	HOMO_SAPIENS
Agi_G4502A	HOXB5	HOXB5	3215	HOMO_SAPIENS
Agi_G4502A	NENF	NENF	29937	HOMO_SAPIENS
Agi_G4502A	CUGBP1	CUGBP1		HOMO_SAPIENS
Agi_G4502A	PRSS22	PRSS22	64063	HOMO_SAPIENS
Agi_G4502A	CASC4	CASC4	113201	HOMO_SAPIENS
Agi_G4502A	CUL4B	CUL4B	8450	HOMO_SAPIENS
Agi_G4502A	CENPJ	CENPJ	55835	HOMO_SAPIENS
Agi_G4502A	PITX1	PITX1	5307	HOMO_SAPIENS
Agi_G4502A	FLJ31033	FLJ31033		HOMO_SAPIENS
Agi_G4502A	CELSR3	CELSR3	1951	HOMO_SAPIENS
Agi_G4502A	ZNF568	ZNF568	374900	HOMO_SAPIENS
Agi_G4502A	ITSN1	ITSN1	6453	HOMO_SAPIENS
Agi_G4502A	EHBP1L1	EHBP1L1	254102	HOMO_SAPIENS
Agi_G4502A	C19orf2	C19orf2	8725	HOMO_SAPIENS
Agi_G4502A	DCTN1	DCTN1	1639	HOMO_SAPIENS
Agi_G4502A	LIN28B	LIN28B	389421	HOMO_SAPIENS
Agi_G4502A	TNKS2	TNKS2	80351	HOMO_SAPIENS
Agi_G4502A	C1QBP	C1QBP	708	HOMO_SAPIENS
Agi_G4502A	CADPS2	CADPS2	93664	HOMO_SAPIENS
Agi_G4502A	SRMS	SRMS	6725	HOMO_SAPIENS
Agi_G4502A	GJA9	GJA9	81025	HOMO_SAPIENS
Agi_G4502A	MGC24975	MGC24975		HOMO_SAPIENS
Agi_G4502A	TRIM45	TRIM45	80263	HOMO_SAPIENS
Agi_G4502A	TSP50	TSP50		HOMO_SAPIENS
Agi_G4502A	TCP1	TCP1	6950	HOMO_SAPIENS
Agi_G4502A	TMED7	TMED7	51014	HOMO_SAPIENS
Agi_G4502A	CMA1	CMA1	1215	HOMO_SAPIENS
Agi_G4502A	CENPL	CENPL	91687	HOMO_SAPIENS
Agi_G4502A	PTCRA	PTCRA	171558	HOMO_SAPIENS
Agi_G4502A	FST	FST	10468	HOMO_SAPIENS
Agi_G4502A	VWCE	VWCE	220001	HOMO_SAPIENS
Agi_G4502A	PAWR	PAWR	5074	HOMO_SAPIENS
Agi_G4502A	ABCC12	ABCC12	94160	HOMO_SAPIENS
Agi_G4502A	LDLR	LDLR	3949	HOMO_SAPIENS
Agi_G4502A	ASTN2	ASTN2	23245	HOMO_SAPIENS
Agi_G4502A	LOC441212	LOC441212		HOMO_SAPIENS
Agi_G4502A	GPATCH8	GPATCH8	23131	HOMO_SAPIENS
Agi_G4502A	TANC2	TANC2	26115	HOMO_SAPIENS
Agi_G4502A	KIF4A	KIF4A	24137	HOMO_SAPIENS
Agi_G4502A	C18orf18	C18orf18		HOMO_SAPIENS
Agi_G4502A	PGM1	PGM1	5236	HOMO_SAPIENS
Agi_G4502A	KIAA0258	KIAA0258		HOMO_SAPIENS
Agi_G4502A	CPD	CPD	1362	HOMO_SAPIENS
Agi_G4502A	SNCAIP	SNCAIP	9627	HOMO_SAPIENS
Agi_G4502A	DCT	DCT	1638	HOMO_SAPIENS
Agi_G4502A	HLA-DOA	HLA-DOA	3111	HOMO_SAPIENS
Agi_G4502A	OR11L1	OR11L1	391189	HOMO_SAPIENS
Agi_G4502A	UPK1B	UPK1B	7348	HOMO_SAPIENS
Agi_G4502A	DNAJB4	DNAJB4	11080	HOMO_SAPIENS
Agi_G4502A	UGT1A8	UGT1A8	54576	HOMO_SAPIENS
Agi_G4502A	HIST1H4L	HIST1H4L	8360	HOMO_SAPIENS
Agi_G4502A	PECR	PECR	55825	HOMO_SAPIENS
Agi_G4502A	HSPA2	HSPA2	3306	HOMO_SAPIENS
Agi_G4502A	WFIKKN1	WFIKKN1	117166	HOMO_SAPIENS
Agi_G4502A	SERP1	SERP1	27230	HOMO_SAPIENS
Agi_G4502A	SYDE2	SYDE2	84144	HOMO_SAPIENS
Agi_G4502A	TACR2	TACR2	6865	HOMO_SAPIENS
Agi_G4502A	NUP85	NUP85	79902	HOMO_SAPIENS
Agi_G4502A	CD177	CD177		HOMO_SAPIENS
Agi_G4502A	LGR5	LGR5	8549	HOMO_SAPIENS
Agi_G4502A	PIGG	PIGG	54872	HOMO_SAPIENS
Agi_G4502A	PTHR1	PTHR1		HOMO_SAPIENS
Agi_G4502A	RAB5A	RAB5A	5868	HOMO_SAPIENS
Agi_G4502A	FLJ13224	FLJ13224		HOMO_SAPIENS
Agi_G4502A	USP9Y	USP9Y	8287	HOMO_SAPIENS
Agi_G4502A	C7orf53	C7orf53	286006	HOMO_SAPIENS
Agi_G4502A	LRP1B	LRP1B	53353	HOMO_SAPIENS
Agi_G4502A	XAF1	XAF1	54739	HOMO_SAPIENS
Agi_G4502A	ABCG8	ABCG8	64241	HOMO_SAPIENS
Agi_G4502A	ANKDD1A	ANKDD1A	348094	HOMO_SAPIENS
Agi_G4502A	DAND5	DAND5	199699	HOMO_SAPIENS
Agi_G4502A	SPAG6	SPAG6	9576	HOMO_SAPIENS
Agi_G4502A	LINCR	LINCR		HOMO_SAPIENS
Agi_G4502A	ZDHHC22	ZDHHC22	283576	HOMO_SAPIENS
Agi_G4502A	CCDC60	CCDC60	160777	HOMO_SAPIENS
Agi_G4502A	THOC7	THOC7	80145	HOMO_SAPIENS
Agi_G4502A	TCTA	TCTA	6988	HOMO_SAPIENS
Agi_G4502A	OR8K3	OR8K3	219473	HOMO_SAPIENS
Agi_G4502A	NY-REN-7	NY-REN-7		HOMO_SAPIENS
Agi_G4502A	B2M	B2M	567	HOMO_SAPIENS
Agi_G4502A	C6orf141	C6orf141	135398	HOMO_SAPIENS
Agi_G4502A	LPPR4	LPPR4	9890	HOMO_SAPIENS
Agi_G4502A	SQLE	SQLE	6713	HOMO_SAPIENS
Agi_G4502A	SEPHS1	SEPHS1	22929	HOMO_SAPIENS
Agi_G4502A	BTBD14B	BTBD14B		HOMO_SAPIENS
Agi_G4502A	PLRG1	PLRG1	5356	HOMO_SAPIENS
Agi_G4502A	SPG7	SPG7	6687	HOMO_SAPIENS
Agi_G4502A	ZNF614	ZNF614	80110	HOMO_SAPIENS
Agi_G4502A	PARD6G	PARD6G	84552	HOMO_SAPIENS
Agi_G4502A	INPP5B	INPP5B	3633	HOMO_SAPIENS
Agi_G4502A	GRPEL2	GRPEL2	134266	HOMO_SAPIENS
Agi_G4502A	PPID	PPID	5481	HOMO_SAPIENS
Agi_G4502A	TRIM56	TRIM56	81844	HOMO_SAPIENS
Agi_G4502A	UBE2J1	UBE2J1	51465	HOMO_SAPIENS
Agi_G4502A	IL20RA	IL20RA	53832	HOMO_SAPIENS
Agi_G4502A	LOC387856	LOC387856		HOMO_SAPIENS
Agi_G4502A	C1orf107	C1orf107		HOMO_SAPIENS
Agi_G4502A	UTS2R	UTS2R	2837	HOMO_SAPIENS
Agi_G4502A	C19orf22	C19orf22		HOMO_SAPIENS
Agi_G4502A	SAFB2	SAFB2	9667	HOMO_SAPIENS
Agi_G4502A	KIAA0652	KIAA0652		HOMO_SAPIENS
Agi_G4502A	KLRG1	KLRG1	10219	HOMO_SAPIENS
Agi_G4502A	MS4A8B	MS4A8B	83661	HOMO_SAPIENS
