filename	category_cd	column	data_label	data label source	Control Vocab Cd
TCGA_breast_raw_data.txt	Sample_Factors+Other_Variables+Diagnostics	40	fluorescence_in_situ_hybridization_diagnostic_procedure_chromosome_17_signal_result_range		
TCGA_breast_raw_data.txt	Sample_Factors	41	Gender		
TCGA_breast_raw_data.txt	Sample_Factors+Other_Variables+her2	42	her2_and_centromere_17_positive_finding_other_measurement_scale_text		
TCGA_breast_raw_data.txt	Sample_Factors+Other_Variables+her2	43	her2_erbb_method_calculation_method_text		
TCGA_breast_raw_data.txt	Sample_Factors+Other_Variables+her2	44	her2_erbb_pos_finding_cell_percent_category		
TCGA_breast_raw_data.txt	Sample_Factors+Other_Variables+her2	45	her2_erbb_pos_finding_fluorescence_in_situ_hybridization_calculation_method_text		
TCGA_breast_raw_data.txt	Sample_Factors+Other_Variables+her2	46	her2_immunohistochemistry_level_result		
TCGA_breast_raw_data.txt	Sample_Factors+Other_Variables+her2	47	her2_neu_and_centromere_17_copy_number_analysis_input_total_number_count		
TCGA_breast_raw_data.txt	Sample_Factors	48	OMIT		
TCGA_breast_raw_data.txt	Sample_Factors+Other_Variables+her2	49	her2_neu_breast_carcinoma_copy_analysis_input_total_number		
TCGA_breast_raw_data.txt	Sample_Factors+Other_Variables+her2	50	her2_neu_chromosone_17_signal_ratio_value		
TCGA_breast_raw_data.txt	Sample_Factors	51	OMIT		
TCGA_breast_raw_data.txt	Sample_Factors	52	icd_10		
TCGA_breast_raw_data.txt	Sample_Factors+Other_Variables	53	icd_o_3_histology		
TCGA_breast_raw_data.txt	Sample_Factors+Other_Variables	54	icd_o_3_site		
TCGA_breast_raw_data.txt	Sample_Factors	55	OMIT		
TCGA_breast_raw_data.txt	Sample_Factors	56	immunohistochemistry_positive_cell_score		
TCGA_breast_raw_data.txt	Sample_Factors+Other_Variables+Immunohistochemistry	57	lab_proc_her2_neu_immunohistochemistry_receptor_status		
TCGA_breast_raw_data.txt	Sample_Factors+Other_Variables+Immunohistochemistry	58	lab_procedure_her2_neu_in_situ_hybrid_outcome_type		
TCGA_breast_raw_data.txt	Sample_Factors+Other_Variables+Immunohistochemistry	59	lymph_node_examined_count		
TCGA_breast_raw_data.txt	Sample_Factors+Other_Variables+Immunohistochemistry	60	metastatic_breast_carcinoma_erbb2_immunohistochemistry_level_result		
TCGA_breast_raw_data.txt	Sample_Factors	61	OMIT		
TCGA_breast_raw_data.txt	Sample_Factors+Other_Variables	62	metastatic_breast_carcinoma_estrogen_receptor_level_cell_percent_category		
TCGA_breast_raw_data.txt	Sample_Factors+Other_Variables	63	metastatic_breast_carcinoma_estrogen_receptor_status		
TCGA_breast_raw_data.txt	Sample_Factors	64	OMIT		
TCGA_breast_raw_data.txt	Sample_Factors	65	OMIT		
TCGA_breast_raw_data.txt	Sample_Factors+Other_Variables+her2	66	metastatic_breast_carcinoma_her2_erbb_pos_finding_cell_percent_category		
TCGA_breast_raw_data.txt	Sample_Factors	67	OMIT		
TCGA_breast_raw_data.txt	Sample_Factors+Other_Variables+her2	68	metastatic_breast_carcinoma_her2_neu_chromosone_17_signal_ratio_value		
TCGA_breast_raw_data.txt	Sample_Factors+Other_Variables+Immunohistochemistry	69	metastatic_breast_carcinoma_immunohistochemistry_er_pos_cell_score		
TCGA_breast_raw_data.txt	Sample_Factors+Other_Variables+Immunohistochemistry	70	metastatic_breast_carcinoma_immunohistochemistry_pr_pos_cell_score		
TCGA_breast_raw_data.txt	Sample_Factors+Other_Variables+Immunohistochemistry	71	metastatic_breast_carcinoma_lab_proc_her2_neu_immunohistochemistry_receptor_status		
TCGA_breast_raw_data.txt	Sample_Factors+Other_Variables+Immunohistochemistry	72	metastatic_breast_carcinoma_lab_proc_her2_neu_in_situ_hybridization_outcome_type		
TCGA_breast_raw_data.txt	Sample_Factors+Other_Variables+Immunohistochemistry	73	metastatic_breast_carcinoma_pos_finding_her2_erbb2_other_measure_scale_text		
TCGA_breast_raw_data.txt	Sample_Factors	74	OMIT		
TCGA_breast_raw_data.txt	Sample_Factors	75	OMIT		
TCGA_breast_raw_data.txt	Sample_Factors	76	OMIT		
TCGA_breast_raw_data.txt	Sample_Factors+Other_Variables+Progesterone_Receptor	77	metastatic_breast_carcinoma_progesterone_receptor_level_cell_percent_category		
TCGA_breast_raw_data.txt	Sample_Factors+Other_Variables+Progesterone_Receptor	78	metastatic_breast_carcinoma_progesterone_receptor_status		
TCGA_breast_raw_data.txt	Sample_Factors	79	person_menopause_status		
TCGA_breast_raw_data.txt	Sample_Factors	80	person_neoplasm_cancer_status		
TCGA_breast_raw_data.txt	Sample_Factors+Other_Variables	81	pgr_detection_method_text		
TCGA_breast_raw_data.txt	Sample_Factors+Other_Variables	82	pos_finding_her2_erbb2_other_measurement_scale_text		
TCGA_breast_raw_data.txt	Sample_Factors+Other_Variables	83	pos_finding_lymph_node_hematoxylin_and_eosin_staining_microscopy_count		
TCGA_breast_raw_data.txt	Sample_Factors+Other_Variables	84	pos_finding_lymph_node_keratin_immunohistochemistry_staining_method_count		
TCGA_breast_raw_data.txt	Sample_Factors+Other_Variables	85	pos_finding_metastatic_breast_carcinoma_estrogen_receptor_other_measuremenet_scale_text		
TCGA_breast_raw_data.txt	Sample_Factors+Other_Variables	86	pos_finding_progesterone_receptor_other_measurement_scale_text		
TCGA_breast_raw_data.txt	Sample_Factors+Other_Variables	87	positive_finding_estrogen_receptor_other_measurement_scale_text		
TCGA_breast_raw_data.txt	Sample_Factors+Other_Variables	88	pretreatment_history		
TCGA_breast_raw_data.txt	Sample_Factors	89	OMIT		
TCGA_breast_raw_data.txt	Sample_Factors+Other_Variables	90	prior_diagnosis		
TCGA_breast_raw_data.txt	Sample_Factors+Other_Variables	91	progesterone_receptor_level_cell_percent_category		
TCGA_breast_raw_data.txt	Sample_Factors	92	OMIT		
TCGA_breast_raw_data.txt	Sample_Factors+Other_Variables	93	surgical_procedure_purpose_other_text		
TCGA_breast_raw_data.txt	Sample_Factors+Other_Variables	94	tissue_prospective_collection_indicator		
TCGA_breast_raw_data.txt	Sample_Factors+Other_Variables	95	tissue_retrospective_collection_indicator		
TCGA_breast_raw_data.txt	Sample_Factors+Other_Variables	96	tissue_source_site		
TCGA_breast_raw_data.txt	Sample_Factors+Other_Variables	97	tumor_other_histologic_subtype_descriptive_text		
TCGA_breast_raw_data.txt	Sample_Factors	98	OMIT		
TCGA_breast_raw_data.txt	Sample_Factors	99	vital_status		
TCGA_breast_raw_data.txt	Sample_Factors	100	year_of_initial_pathologic_diagnosis		
TCGA_breast_raw_data.txt	Sample_Factors+Other_Variables	101	ajcc_cancer_staging_handbook_edition		
TCGA_breast_raw_data.txt	Sample_Factors+Other_Variables	102	anatomic_site_location_descriptor		
TCGA_breast_raw_data.txt	Sample_Factors+Other_Variables	103	bcr_patient_uuid		
TCGA_breast_raw_data.txt	Sample_Factors+Other_Variables	104	first_nonlymph_node_metastasis_anatomic_site		
TCGA_breast_raw_data.txt	Sample_Factors	105	OMIT		
TCGA_breast_raw_data.txt	Sample_Factors+Other_Variables	106	patient_id		
